,counts,words,translations
18063,377,dears,liebes
18064,377,prostitute,Prostituierte
18065,377,elaborately,aufwendig
18066,377,dutiful,pflichtbewusst
18067,377,endowment,Begabung
18068,377,toned,getönt
18069,377,irregularity,Unregelmäßigkeit
18070,377,cult,Kult
18071,377,cp,cp
18072,377,tox,Tox
18073,377,apex,Apex
18074,377,incalculable,unberechenbar
18075,377,pyncheon,pyncheon
18076,377,armes,Waffen
18077,377,sorcery,zauberei
18078,377,momentum,Schwung
18079,376,worshipful,anbetungswürdig
18080,376,veracity,Wahrhaftigkeit
18081,376,nephews,Neffen
18082,376,rook,Krähe
18083,376,iliad,iliad
18084,376,telegraphed,telegrafiert
18085,376,missiles,raketen
18086,376,tranquilly,Ruhig
18087,376,propagation,Ausbreitung
18088,376,haiti,haiti
18089,376,boer,boer
18090,376,calcutta,kalkutta
18091,376,terminating,Beendigung
18092,376,obdurate,verstockt
18093,376,minus,minus
18094,376,amazingly,Erstaunlich
18095,376,stalking,pirschend
18096,376,babel,babel
18097,376,missis,Missis
18098,376,tristram,tristram
18099,376,millet,hirse
18100,376,leone,leone
18101,376,sorrel,Sauerampfer
18102,376,whirlpool,Strudel
18103,375,antipathy,antipathie
18104,375,maestro,maestro
18105,375,workshops,werkstätten
18106,375,multitudinous,Vielfältig
18107,375,memoir,Memoiren
18108,375,locksmith,Schlosser
18109,375,operators,Betreiber
18110,375,complexity,Komplexität
18111,375,spectral,spektrale
18112,375,nasal,nasal
18113,375,buckskin,Hirschleder
18114,375,bedchamber,Bettkammer
18115,375,manger,Krippe
18116,375,wrecks,Wracks
18117,375,claes,claes
18118,375,jemima,jemima
18119,375,shrimp,garnelen
18120,375,reservoir,stausee
18121,375,thor,thor
18122,375,xxxvi,xxxvi
18123,375,unfeeling,gefühllos
18124,375,profligate,ausschweifend
18125,375,acuteness,Schärfe
18126,375,voluminous,umfangreich
18127,375,predict,vorhersagen
18128,375,ahmed,ahmed
18129,375,prodigy,Wunderkind
18130,375,mortally,tödlich
18131,375,deeps,vertieft
18132,374,locusts,heuschrecken
18133,374,rick,rick
18134,374,matrons,matrons
18135,374,tregars,tregars
18136,374,grab,greifen
18137,374,ghana,ghana
18138,374,gainst,gainst
18139,374,hierarchy,Hierarchie
18140,374,wendy,wendy
18141,374,analyze,analysieren
18142,374,befitting,passend
18143,374,strawberry,erdbeere
18144,374,triumphal,triumphal
18145,374,austerity,sparsamkeit
18146,374,dionysius,dionysius
18147,374,squall,Sturmböe
18148,374,eased,gelockert
18149,374,registers,Register
18150,374,junk,schrott
18151,374,bertrand,bertrand
18152,374,enlist,anwerben
18153,374,contrivances,Vorrichtungen
18154,374,carriers,träger
18155,374,quartermaster,Quartiermeister
18156,374,repression,repression
18157,374,elli,elli
18158,374,malt,Malz
18159,374,bertie,bertie
18160,374,equitable,gleichberechtigt
18161,374,jacks,buben
18162,373,thumbs,Daumen
18163,373,bushels,bushels
18164,373,trio,trio
18165,373,goings,geht
18166,373,interwoven,verwoben
18167,373,ivanovitch,Iwanowitsch
18168,373,agile,wendig
18169,373,josiah,josiah
18170,373,seam,naht
18171,373,hoo,hoo
18172,373,poking,stochern
18173,373,neville,neville
18174,373,stiffness,steifheit
18175,373,poirot,poirot
18176,373,dum,dum
18177,373,ine,ine
18178,373,rift,rift
18179,373,mackay,mackay
18180,373,hellespont,hellespont
18181,373,hansom,.
18182,373,wiry,drahtig
18183,373,thurio,thurio
18184,373,ecstatic,ekstatisch
18185,373,phosphates,Phosphate
18186,373,batch,Charge
18187,373,hellas,hellas
18188,373,joel,joel
18189,373,faulty,fehlerhaft
18190,373,astrology,astrologie
18191,373,callicles,Kallikel
18192,373,beaucoup,beaucoup
18193,373,thinly,dünn
18194,373,abner,abner
18195,372,sein,sein
18196,372,fatally,tödlich
18197,372,dog's,Hund
18198,372,nephites,Nephiten
18199,372,wreathed,bekränzt
18200,372,diffuse,verbreiten
18201,372,glamour,Glamour
18202,372,revolved,drehte
18203,372,curt,kurz
18204,372,undeniable,unbestreitbar
18205,372,assailant,Angreifer
18206,372,irritate,reizen
18207,372,elon,elon
18208,372,reflective,nachdenklich
18209,372,solidarity,Solidarität
18210,372,drip,tropfen
18211,372,endeavors,bemühen
18212,372,dedicate,widmen
18213,372,courtesan's,Kurtisane
18214,372,niagara,niagara
18215,372,gulls,möwen
18216,372,grieves,trauert
18217,372,couched,gepolstert
18218,372,sufferers,Leidende
18219,372,rehearsal,proben
18220,372,revolvers,revolver
18221,372,bede,bede
18222,372,saturninus,saturninus
18223,372,ici,ici
18224,372,neque,neque
18225,372,wagging,schwänzelnd
18226,372,omnipotent,omnipotent
18227,372,interpose,einschalten
18228,371,blundering,stolpernd
18229,371,wasteful,verschwenderisch
18230,371,graft,schuften
18231,371,yaqui,yaqui
18232,371,wearer,Träger
18233,371,intemperance,Zügellosigkeit
18234,371,gong,Gong
18235,371,goblin,Kobold
18236,371,garrisons,Garnisonen
18237,371,maddening,wahnsinnig
18238,371,flemish,flämisch
18239,371,reginald,reginald
18240,371,chafer,käfer
18241,371,burnished,brüniert
18242,371,jist,jist
18243,371,sorceress,zauberin
18244,371,bountiful,großzügig
18245,371,idb,idb
18246,371,vernal,frühlingshaft
18247,371,footstool,Fußschemel
18248,371,ting,ting
18249,371,tapering,spitz zulaufend
18250,371,chilling,kühlend
18251,371,morose,mürrisch
18252,371,hollowed,ausgehöhlt
18253,371,carr,carr
18254,371,beck,beck
18255,370,gallic,gallisch
18256,370,clip,clip
18257,370,recalls,rückrufe
18258,370,icc,icc
18259,370,consistently,konsequent
18260,370,favoral,favoral
18261,370,rouen,rouen
18262,370,meekness,Sanftmut
18263,370,soothsayer,Wahrsagerin
18264,370,composedly,gelassen
18265,370,correcting,korrigierend
18266,370,paroxysm,Paroxysmus
18267,370,masterful,meisterhaft
18268,370,seaweed,Seegras
18269,370,radicals,Radikale
18270,370,excellently,vorzüglich
18271,370,whitewashed,getüncht
18272,370,imputation,Anschuldigung
18273,370,madonna,Madonna
18274,370,speckled,gesprenkelt
18275,370,newmark,newmark
18276,370,lammle,lammle
18277,370,requirement,anforderung
18278,370,headstrong,eigenwillig
18279,370,steerforth,steerforth
18280,370,morning's,Morgens
18281,370,jesse,jesse
18282,370,imbibed,aufgesaugt
18283,370,oau,oau
18284,370,printers,drucker
18285,370,cherries,kirschen
18286,370,artfully,kunstvoll
18287,370,overnight,über Nacht
18288,370,weakest,schwächste
18289,369,insistence,Beharrlichkeit
18290,369,ence,ence
18291,369,audibly,hörbar
18292,369,divorced,geschieden
18293,369,grisly,grässlich
18294,369,billiards,Billard
18295,369,soothingly,beruhigend
18296,369,medici,medici
18297,369,bituminous,bituminös
18298,369,eli,eli
18299,369,manasses,manasses
18300,369,devoting,widmen
18301,369,favorites,Lieblinge
18302,369,figurative,figurativ
18303,369,flit,flit
18304,369,nevada,Nevada
18305,369,propagated,propagiert
18306,369,smith's,Schmied
18307,369,rocket,rakete
18308,369,apud,apud
18309,369,fodder,futter
18310,369,silky,seidig
18311,369,grazed,abgegrast
18312,369,zulus,Zulus
18313,369,wil,wil
18314,369,fostered,gefüttert
18315,369,thickened,verdickt
18316,369,notoriety,Berühmtheit
18317,368,dram,dram
18318,368,energetically,energisch
18319,368,linton,linton
18320,368,allthe,alldie
18321,368,pinkerton,pinkerton
18322,368,capability,fähigkeit
18323,368,manasseh,manasseh
18324,368,colourless,farblos
18325,368,babble,plappern
18326,368,xxxviii,xxxviii
18327,368,arkansas,arkansas
18328,368,incredibly,Unglaublich
18329,368,remonstrances,remonstrances
18330,368,phoebus,phoebus
18331,368,domains,domains
18332,368,hayward,hayward
18333,368,tenderest,zarteste
18334,368,angus,angus
18335,368,honourably,ehrenvoll
18336,368,segment,Segment
18337,368,slunk,schleichen
18338,368,compensate,kompensieren
18339,368,betting,wetten
18340,368,alexis,alexis
18341,368,milieu,milieu
18342,367,peat,Torf
18343,367,symmetrical,symmetrisch
18344,367,parasite,Parasit
18345,367,transgressed,übertreten
18346,367,inordinate,unangemessen
18347,367,abu,abu
18348,367,puritans,Puritaner
18349,367,brighten,erhellen
18350,367,tillet,tillet
18351,367,anticipating,vorwegnehmend
18352,367,rousseau,rousseau
18353,367,gravy,Soße
18354,367,rejoin,wiederkommen
18355,367,recurred,wiederkehrend
18356,367,verdant,grün
18357,367,namibia,namibia
18358,367,reparation,reparation
18359,367,bothe,bothe
18360,367,langham,langham
18361,367,voluptuous,lüstern
18362,367,sliced,aufgeschnitten
18363,367,guyana,guyana
18364,367,dissimulation,Verstellung
18365,366,ancor,ANCOR
18366,366,undoing,Rückgängig machen
18367,366,marsay,marsay
18368,366,unendurable,unausstehlich
18369,366,mottled,gesprenkelt
18370,366,gallons,Gallonen
18371,366,retrace,zurückverfolgen
18372,366,tull,tull
18373,366,longs,lange
18374,366,lightnings,blitze
18375,366,mcchesney,mcchesney
18376,366,hysteria,hysterie
18377,366,madder,madder
18378,366,rave,Rave
18379,366,meagles,meagles
18380,366,exhorted,ermahnt
18381,366,bribed,bestochen
18382,366,sealing,versiegelt
18383,366,tingling,prickelnd
18384,366,blankly,leer
18385,366,overwhelm,überwältigen
18386,366,courfeyrac,courfeyrac
18387,366,darned,verflixt
18388,366,invites,lädt ein
18389,366,persevere,ausharren
18390,366,chewed,gekaut
18391,366,antechamber,Vorzimmer
18392,366,kill'd,getötet
18393,366,milking,gemolken
18394,366,taxi,Taxi
18395,366,wonderingly,staunend
18396,366,humblest,bescheidenste
18397,365,peaches,Pfirsiche
18398,365,plums,Pflaumen
18399,365,compiled,zusammengestellt
18400,365,octave,Oktave
18401,365,louvre,Louvre
18402,365,reat,reat
18403,365,circulating,umlaufend
18404,365,ust,ust
18405,365,implication,implikation
18406,365,nowise,nisse
18407,365,dynamo,Dynamo
18408,365,languish,schmachten
18409,365,kay,kay
18410,365,thinkest,denkst
18411,365,henry's,henry
18412,365,pleasantry,sympathie
18413,365,lessingham,lessingham
18414,365,assyrian,assyrisch
18415,365,remission,erlass
18416,365,fanning,fanning
18417,365,algernon,algernon
18418,365,renewing,Erneuerung
18419,365,dumping,Dumping
18420,365,defiantly,trotzig
18421,365,textile,Textil
18422,365,etiam,etiam
18423,365,botswana,botswana
18424,365,citrus,Zitrusfrüchte
18425,365,lambeth,lambeth
18426,365,everett,everett
18427,365,dor,dor
18428,365,urges,drängt
18429,365,prelates,prälaten
18430,365,fumbling,Fummeln
18431,365,jerking,ruckelnd
18432,365,discomfited,Unbehagen
18433,365,lawfully,rechtmäßig
18434,365,evelina,evelina
18435,364,cossacks,Kosaken
18436,364,uncontrollable,unkontrollierbar
18437,364,distaff,Spinnrocken
18438,364,betters,Wetten
18439,364,sucker,Trottel
18440,364,jester,Narr
18441,364,undress,ausziehen
18442,364,minister's,Ministerin
18443,364,molecules,Moleküle
18444,364,scum,Abschaum
18445,364,bellowed,gebrüllt
18446,364,salted,gesalzen
18447,364,watcher,Wächter
18448,364,betake,betake
18449,364,hebron,hebron
18450,364,cervantes,cervantes
18451,364,oct,okt
18452,364,resides,wohnt
18453,364,duca,duca
18454,364,uplands,Hochland
18455,364,swings,schaukelt
18456,364,doeth,doeth
18457,364,childless,kinderlos
18458,364,gabon,gabon
18459,364,wooers,buhlen
18460,364,wielded,geschwungen
18461,364,abbreviated,abgekürzt
18462,364,restraints,Fesseln
18463,364,isthmus,Landenge
18464,364,primrose,Primel
18465,364,hurch,hirche
18466,364,algiers,algier
18467,364,measurements,Messungen
18468,364,gaoler,gaoler
18469,364,exigencies,anforderungen
18470,364,coaxial,koaxial
18471,364,barsoom,barsoom
18472,364,nothingness,Nichts
18473,364,cecil,cecil
18474,364,montenegro,montenegro
18475,364,ora,ora
18476,363,torturing,folter
18477,363,unfrequently,unregelmäßig
18478,363,underline,unterstreichen
18479,363,probabilities,Wahrscheinlichkeiten
18480,363,city's,der Stadt
18481,363,wal,wal
18482,363,dozing,dösend
18483,363,dissolving,auflösend
18484,363,flavius,flavius
18485,363,supped,gegessen
18486,363,solon,Solon
18487,363,fornication,Unzucht
18488,363,preside,vorstehen
18489,363,covet,begehren
18490,363,aman,aman
18491,363,eca,eca
18492,363,shack,Hütte
18493,363,effusion,Erguss
18494,363,leaven,Sauerteig
18495,363,deductions,Abzüge
18496,363,zosimus,zosimus
18497,363,sikes,sikes
18498,363,scents,düfte
18499,363,somalia,somalia
18500,363,crevices,Klüfte
18501,363,jackets,Jacken
18502,363,steers,Ochsen
18503,363,clovis,clovis
18504,363,fooling,Täuschung
18505,363,grasshopper,Heuschrecke
18506,363,pleasurable,vergnüglich
18507,363,schism,schisma
18508,363,boarders,boarders
18509,363,sobriety,Nüchternheit
18510,363,battling,kämpfend
18511,363,tolerant,tolerant
18512,363,primer,Grundierung
18513,363,pitching,Werfen
18514,363,rowdy,rowdyhaft
18515,363,wilkins,wilkins
18516,362,presque,presque
18517,362,cm,cm
18518,362,meddling,Einmischung
18519,362,transmitting,übertragung
18520,362,frg,frg
18521,362,withering,verwelken
18522,362,alpha,alpha
18523,362,messiah,messias
18524,362,renunciation,entsagung
18525,362,covetousness,Begehrlichkeit
18526,362,gi,gi
18527,362,secretion,Sekretion
18528,362,piling,Stapeln
18529,362,buenos,buenos
18530,362,dismount,absteigen
18531,362,persists,beharrt
18532,362,adelaide,adelaide
18533,362,unmixed,unvermischt
18534,362,railings,geländer
18535,362,rind,schwarte
18536,362,surer,sicherer
18537,362,birthright,geburtsrecht
18538,362,tutti,tutti
18539,362,fairs,Messen
18540,362,hamper,korb
18541,362,tybalt,tybalt
18542,362,gage,gage
18543,362,plentifully,reichlich
18544,362,cadence,kadenz
18545,362,chloe,chloe
18546,362,sylvia,sylvia
18547,362,investments,investitionen
18548,362,haunches,beugen
18549,362,deplore,bedauern
18550,362,annuity,rente
18551,362,urberville,urberville
18552,361,mosquito,mücke
18553,361,consecrate,weiht
18554,361,atterbury,atterbury
18555,361,pyrenees,pyrenäen
18556,361,feuds,fehden
18557,361,electoral,wahlen
18558,361,nobleness,edelheit
18559,361,spill,spill
18560,361,pennies,Pfennige
18561,361,loitering,trödeln
18562,361,plutarch,plutarch
18563,361,optic,Optik
18564,361,squad,Kader
18565,361,deut,deut
18566,361,hippolytus,hippolytus
18567,361,burma,burma
18568,361,antagonists,antagonisten
18569,361,logically,logischerweise
18570,361,prometheus,prometheus
18571,361,ayein,ayein
18572,361,barlow,barlow
18573,361,compatible,kompatibel
18574,361,nicholl,nicholl
18575,361,ravines,schluchten
18576,361,week's,woche
18577,361,ue,ue
18578,361,sandwiches,sandwiches
18579,361,liars,lügner
18580,360,exported,exportiert
18581,360,vestry,vestry
18582,360,enrolled,eingeschrieben
18583,360,gymnastic,Gymnastik
18584,360,immaterial,immateriell
18585,360,hypocrites,Heuchler
18586,360,athene,Athene
18587,360,prolific,produktiv
18588,360,scaled,skaliert
18589,360,aumerle,aumerle
18590,360,uneducated,ungebildet
18591,360,hereford,hereford
18592,360,brunswick,braunschweig
18593,360,joust,tjost
18594,360,inga,inga
18595,360,ravaged,verwüstet
18596,360,cerebral,zerebral
18597,360,concepts,Konzepte
18598,360,amphitheatre,Amphitheater
18599,360,relevant,relevant
18600,360,aristocrats,Aristokraten
18601,360,sicilian,sizilianisch
18602,359,satellites,satelliten
18603,359,caricature,Karikatur
18604,359,biondello,biondello
18605,359,wedlock,heiraten
18606,359,radiating,strahlend
18607,359,celerity,Schnelligkeit
18608,359,clipped,Ausschnitt
18609,359,cautioned,verwarnt
18610,359,cuffs,Manschetten
18611,359,journalists,Journalisten
18612,359,recruit,rekrutieren
18613,359,jessie,jessie
18614,359,hypocritical,heuchlerisch
18615,359,admiringly,bewundernd
18616,359,dreading,furchtbar
18617,359,hopelessness,Hoffnungslosigkeit
18618,359,compensated,kompensiert
18619,359,seigneur,Lehnsherr
18620,359,lombard,lombardisch
18621,359,generate,erzeugen
18622,359,equanimity,Gleichmut
18623,359,milroy,milroy
18624,359,fluent,fließend
18625,359,chris,chris
18626,359,blues,blues
18627,359,grayish,gräulich
18628,359,gourd,kürbis
18629,359,nectar,Nektar
18630,358,imperfection,Unvollkommenheit
18631,358,competitor,Mitbewerber
18632,358,hoar,Honigtau
18633,358,entice,verlocken
18634,358,henceforward,fortan
18635,358,abbott,abbott
18636,358,mynheer,mynheer
18637,358,originate,entstehen
18638,358,renegade,abtrünnig
18639,358,ep,ep
18640,358,pry,pry
18641,358,liest,liest
18642,358,quarrelsome,zänkisch
18643,358,insinuating,anzüglich
18644,358,hellish,höllisch
18645,358,resounding,schallend
18646,358,loathe,verabscheuen
18647,358,worldwide,weltweit
18648,358,luigi,luigi
18649,358,fatherless,vaterlos
18650,358,pants,hose
18651,358,piper,piper
18652,358,alum,Alaun
18653,358,blur,Unschärfe
18654,358,automobiles,autos
18655,358,sloped,schräg
18656,358,shrewsbury,shrewsbury
18657,358,lengthy,langwierig
18658,358,mayhap,vielleicht
18659,358,shanty,Shanty
18660,358,serenely,heiter
18661,358,brewer,Bierbrauer
18662,358,breasted,brüste
18663,358,treatises,Abhandlungen
18664,358,abigail,abigail
18665,358,fem,fem
18666,358,coquetry,koketterie
18667,358,warner,warner
18668,358,insupportable,unerträglich
18669,358,benin,benin
18670,358,sickened,erkrankt
18671,358,wick,Docht
18672,358,sterne,sterne
18673,358,dulness,Dummheit
18674,358,wanders,wandert
18675,357,untied,ungebunden
18676,357,aubrey,aubrey
18677,357,watchfulness,Wachsamkeit
18678,357,elusive,schwer fassbar
18679,357,orifice,Blende
18680,357,antigua,antigua
18681,357,malawi,malawi
18682,357,intermission,unterbrechung
18683,357,illustrates,illustriert
18684,357,lodgers,Untermieter
18685,357,circumstantial,Indizien
18686,357,manna,Manna
18687,357,loudest,lauteste
18688,357,readings,Lesungen
18689,357,shapely,wohlgeformt
18690,357,rarity,Seltenheit
18691,357,impetus,Anstoß
18692,357,condemning,Verurteilung
18693,357,harrow,Egge
18694,357,branching,Verzweigung
18695,357,tori,tori
18696,357,cholera,Cholera
18697,357,immunity,Immunität
18698,357,hame,hame
18699,357,banged,geknallt
18700,357,tusks,hauer
18701,357,leger,leger
18702,357,fiendish,teuflisch
18703,357,innes,innes
18704,357,tre,tre
18705,357,leblanc,leblanc
18706,356,videos,Videos
18707,356,ajesty,ajesty
18708,356,tallest,Größte
18709,356,owever,
18710,356,barks,bellt
18711,356,snipe,Schnepfe
18712,356,grumble,grummeln
18713,356,scored,erzielt
18714,356,theodoric,theodorisch
18715,356,obeisance,Verbeugung
18716,356,personalities,Persönlichkeiten
18717,356,salient,hervorstechend
18718,356,trappers,Fallensteller
18719,356,screens,Bildschirme
18720,356,freemen,Freie Menschen
18721,356,complacent,selbstgefällig
18722,356,blackest,schwärzeste
18723,356,capitalists,Kapitalisten
18724,356,odours,Gerüche
18725,356,eccles,Kirchen
18726,356,fortresses,Festungen
18727,356,civilian,Zivilisten
18728,356,disadvantages,Nachteile
18729,356,utopia,Utopie
18730,356,arrears,Rückstände
18731,356,brougham,Kutsche
18732,356,indefinable,undefinierbar
18733,356,natacha,natacha
18734,356,lacedaemon,lacedaemon
18735,356,patchwork,Patchwork
18736,356,tilde,Tilde
18737,356,unpardonable,Unverzeihlich
18738,356,pell,pell
18739,355,halfpenny,halber Penny
18740,355,graced,begnadet
18741,355,cu,cu
18742,355,releasing,freilassend
18743,355,cropped,beschnitten
18744,355,paz,paz
18745,355,goddesses,göttinnen
18746,355,jaded,verblasst
18747,355,helsing,helsing
18748,355,winterborne,winterborne
18749,355,precedes,geht vor
18750,355,d'espard,d'espard
18751,355,atahuallpa,atahuallpa
18752,355,propensities,Neigungen
18753,355,ramble,schweifen
18754,355,mislead,in die Irre führen
18755,355,peerless,unvergleichlich
18756,355,quieter,ruhiger
18757,355,cecilia,cecilia
18758,355,oic,oic
18759,355,pinnacle,Zinne
18760,355,longitudinal,längs
18761,355,recount,nachzählen
18762,355,holders,Halterungen
18763,355,exulting,jubelnd
18764,355,blackguard,Schurken
18765,355,interposition,Zwischenruf
18766,355,contingency,Kontingenz
18767,355,arbaces,Arbaces
18768,355,authorship,Urheberschaft
18769,355,sympathetically,sympathisch
18770,355,plundering,plündernd
18771,355,alexius,alexius
18772,355,esides,esides
18773,355,liberals,Liberale
18774,355,reeking,stinkend
18775,355,wrapper,verpackung
18776,354,poly,poly
18777,354,rainfall,Niederschlag
18778,354,goodman,goodman
18779,354,lafew,lafew
18780,354,illegitimate,unerlaubt
18781,354,wisp,Irrlicht
18782,354,inconstant,unbeständig
18783,354,blix,blix
18784,354,engravings,Stiche
18785,354,antimony,antimon
18786,354,eleazar,eleazar
18787,354,unsatisfied,unzufrieden
18788,354,assures,versichert
18789,354,brian,brian
18790,354,morcerf,morcerf
18791,354,numerical,numerisch
18792,354,murky,düster
18793,354,exclusions,Ausschlüsse
18794,354,spurn,verschmähen
18795,354,james's,james
18796,354,hearse,Leichenwagen
18797,354,aimless,ziellos
18798,354,seneca,seneca
18799,354,capabilities,fähigkeiten
18800,354,palfrey,palfrey
18801,354,brakes,bremsen
18802,354,forecast,vorhersage
18803,354,mythical,mythisch
18804,354,vill,vill
18805,353,epithets,Epitheta
18806,353,rhoda,rhoda
18807,353,fissure,riss
18808,353,stocked,bestückt
18809,353,seide,seide
18810,353,charmingly,reizend
18811,353,adamant,unnachgiebig
18812,353,enigma,rätselhaft
18813,353,chiefest,am meisten
18814,353,sot,sot
18815,353,pho,pho
18816,353,marvellously,Wunderbar
18817,353,fiercer,grimmiger
18818,353,somber,düster
18819,353,flimsy,fadenscheinig
18820,353,eirik,eirik
18821,353,passe,passe
18822,353,melts,schmilzt
18823,353,fortunat,Glücklich
18824,353,incompetent,inkompetent
18825,353,ticking,ticken
18826,353,cornish,kornisch
18827,353,caterpillar,Raupe
18828,353,enthusiastically,enthusiastisch
18829,353,tithe,Zehnte
18830,353,stench,Gestank
18831,353,untoward,Unerwünschtes
18832,353,legislatures,Gesetzgeber
18833,353,emaciated,ausgemergelt
18834,353,deplored,beklagt
18835,353,affirms,bejaht
18836,353,observable,beobachtbar
18837,353,standstill,Stillstand
18838,353,reg,reg
18839,353,undesirable,unerwünscht
18840,353,distended,aufgebläht
18841,353,phaeton,phaeton
18842,353,gondreville,gondreville
18843,353,administrator,Verwalter
18844,353,prendre,prendre
18845,352,gunner,Kanonier
18846,352,woodpecker,specht
18847,352,suburban,Vorstadt
18848,352,scape,scape
18849,352,fiddler,fiddler
18850,352,camphor,Kampfer
18851,352,mameena,Mameena
18852,352,hysterics,Hysterie
18853,352,reticence,Zurückhaltung
18854,352,shipwrecked,schiffbrüchig
18855,352,delamayn,delamayn
18856,352,polynesian,polynesisch
18857,352,vizir,vizir
18858,352,balmy,balsamisch
18859,352,absurdities,Absurditäten
18860,352,beal,beal
18861,352,treasured,geschätzte
18862,352,aisles,Gänge
18863,352,aimlessly,ziellos
18864,352,bloomed,blühte
18865,352,bracing,Versteifung
18866,352,expedients,Hilfsmittel
18867,352,honorary,ehrenamtlich
18868,352,inwards,nach innen
18869,352,slighted,vernachlässigt
18870,352,basque,baskisch
18871,352,fineness,Feinheit
18872,352,methodical,methodisch
18873,352,mesopotamia,mesopotamien
18874,352,frowns,Stirnrunzeln
18875,352,vermilion,zinnoberrot
18876,352,paddles,paddelt
18877,352,encumbered,belastet
18878,352,judiciary,gerichtsbarkeit
18879,352,dissensions,Meinungsverschiedenheiten
18880,351,presuming,anmaßend
18881,351,complement,Ergänzung
18882,351,foggy,neblig
18883,351,hezekiah,hezekiah
18884,351,licking,lecken
18885,351,electronics,elektronik
18886,351,observances,Beobachtungen
18887,351,furze,Furze
18888,351,jubilee,jubiläum
18889,351,lewd,unzüchtig
18890,351,laziness,Faulheit
18891,351,recollecting,Erinnern an
18892,351,frigid,frigide
18893,351,mercenaries,Söldner
18894,351,cartilage,Knorpel
18895,351,smear,Abstrich
18896,351,faithfulness,Treue
18897,351,fraudulent,Betrug
18898,351,brigadier,brigadier
18899,351,ecclesiastics,Kirchenmänner
18900,351,apologized,entschuldigt
18901,351,stuffs,stopft
18902,351,crib,Krippe
18903,351,twined,gezwirnt
18904,351,platter,Teller
18905,351,typewriter,Schreibmaschine
18906,351,mel,mel
18907,351,dazzle,blenden
18908,351,betteredge,Besserung
18909,351,paving,Pflaster
18910,351,lunacy,Wahnsinn
18911,351,honorius,honorius
18912,351,gibbet,Galgen
18913,351,undermined,untergraben
18914,351,pyramus,Pyramide
18915,351,armament,Bewaffnung
18916,351,ipse,ipse
18917,350,stepmother,Stiefmutter
18918,350,wallaby,Wallaby
18919,350,dishevelled,zerzaust
18920,350,canonical,kanonisch
18921,350,registration,Anmeldung
18922,350,harass,belästigen
18923,350,uck,uck
18924,350,fatty,fettig
18925,350,gauze,Gaze
18926,350,meritorious,verdienstvoll
18927,350,valiantly,tapfer
18928,350,magpie,Elster
18929,350,bagdad,Bagdad
18930,350,benign,gutartig
18931,350,attainments,Errungenschaften
18932,350,coined,gemünzt
18933,350,gamblers,Glücksspieler
18934,350,quake,beben
18935,350,orbs,Kugeln
18936,350,sweetwater,Süßwasser
18937,350,strangle,strangulieren
18938,350,crumbled,zerkrümelt
18939,350,robertson,robertson
18940,350,betrayal,verrat
18941,350,facile,oberflächlich
18942,350,donor,Spender
18943,350,firmer,fester
18944,350,marginal,marginal
18945,350,tugged,gezerrt
18946,350,dictator,Diktator
18947,350,granddaughter,Enkelin
18948,350,designation,Bezeichnung
18949,350,rhodes,rhodes
18950,350,whistles,pfeift
18951,350,smollett,smollett
18952,350,imbued,durchtränkt
18953,349,clumps,Klumpen
18954,349,estimable,schätzenswert
18955,349,trembles,zittert
18956,349,jewelled,Juwelen
18957,349,ensigns,Fähnriche
18958,349,inflammable,brennbar
18959,349,lop,schlaff
18960,349,sloop,Schaluppe
18961,349,fiercest,feurigste
18962,349,baleful,unheilvoll
18963,349,marais,Marais
18964,349,flings,schleudert
18965,349,prosecuted,verfolgte
18966,349,overthrew,umgestürzt
18967,349,falkland,falkland
18968,349,cel,cel
18969,349,operates,betreibt
18970,349,caspian,kaspisch
18971,349,despoiled,beraubt
18972,349,unceasing,unaufhörlich
18973,349,grocery,Lebensmittelgeschäft
18974,349,burthen,belastet
18975,349,drilled,gebohrt
18976,349,voix,voix
18977,349,grit,Körnung
18978,349,consonant,Konsonant
18979,349,chronology,Chronologie
18980,349,buckets,Eimer
18981,349,lynde,lynde
18982,349,belize,belize
18983,349,grieving,trauern
18984,349,insured,versichert
18985,349,coaxing,Überredung
18986,349,declines,ablehnt
18987,349,onslaught,Ansturm
18988,349,quell,unterdrücken
18989,349,scarred,vernarbt
18990,349,motherhood,Mutterschaft
18991,349,fatherland,Vaterland
18992,349,survives,überlebt
18993,348,facere,facere
18994,348,augment,erweitern
18995,348,testaments,Testamente
18996,348,shrugging,achselzuckend
18997,348,combed,gekämmt
18998,348,etymol,etymol
18999,348,gnawed,genagt
19000,348,spying,Spionage
19001,348,unites,vereinigt
19002,348,strew,streuen
19003,348,startle,aufschrecken
19004,348,wrest,entreißen
19005,348,supra,supra
19006,348,moslems,Moslems
19007,348,aide,aide
19008,348,surtout,surtout
19009,348,untidy,unaufgeräumt
19010,348,grandest,großartigste
19011,348,mowbray,mowbray
19012,348,pilett,pilett
19013,348,regis,regis
19014,348,autumnal,herbstlich
19015,348,ups,ups
19016,348,pare,pare
19017,348,formulated,formuliert
19018,348,eclipsed,eclipsed
19019,348,odin,odin
19020,348,angelica,Engelwurz
19021,348,bona,bona
19022,348,reaped,geerntet
19023,348,sophie,sophie
19024,348,cole,cole
19025,348,resolves,beschließt
19026,348,watchers,beobachter
19027,348,fitter,fitter
19028,348,pulley,Umlenkrolle
19029,348,accommodated,beherbergt
19030,348,compartments,Fächer
19031,348,cultured,kultiviert
19032,348,slant,schräg
19033,348,loring,Loring
