,counts,words,translations
12024,533,metaphysics,metaphysik
12025,533,doorstep,türschwelle
12026,532,capt,kapitän
12027,532,hoary,altehrwürdige
12028,532,liquids,flüssigkeiten
12029,532,thinner,verdünnung
12030,532,gout,gicht
12031,532,offending,beleidigend
12032,532,listless,lustlos
12033,532,beards,bärte
12034,532,cooks,köche
12035,532,manned,bemannte
12036,532,fleets,flotten
12037,532,discordant,zwietracht
12038,532,wards,stationen
12039,532,perceptions,wahrnehmungen
12040,532,indulging,verwöhnt
12041,531,unutterable,unaussprechlich
12042,531,biblical,biblisch
12043,531,transports,transportiert
12044,531,pounding,hämmernde
12045,531,bolder,kühner
12046,531,rudeness,unhöflichkeit
12047,531,condescension,herablassend
12048,531,reeled,aufgespult
12049,531,scraped,gekratzt
12050,530,tens,zehner
12051,530,artificially,künstlich
12052,530,surgery,operation
12053,530,precept,gebot
12054,530,suddenness,plötzlichkeit
12055,530,civic,staatsbürgerlich
12056,530,cellars,keller
12057,530,foods,lebensmittel
12058,530,precipitated,ausgefallen
12059,530,diminishing,abnehmend
12060,530,hugged,umarmt
12061,530,attainment,errungenschaft
12062,530,soberly,nüchtern
12063,529,bared,entblößt
12064,529,yawn,gähnt
12065,529,agreeing,zustimmend
12066,529,conical,konisch
12067,529,fervently,inbrünstig
12068,529,vases,vasen
12069,529,spat,spuckte
12070,529,sling,schleuder
12071,529,seating,sitzgelegenheiten
12072,529,tightened,angezogen
12073,529,lodges,hütten
12074,529,swells,schwillt
12075,529,grumbling,grummeln
12076,529,duke's,herzogtum
12077,529,plaintiff,kläger
12078,529,parcels,päckchen
12079,529,authoritative,maßgebend
12080,528,questionable,fragwürdig
12081,528,comprised,umfasst
12082,528,arcis,arkis
12083,528,spends,verbringt
12084,528,crag,felsen
12085,528,agonies,qualen
12086,528,demonstrations,vorführungen
12087,528,forked,verzweigt
12088,528,minutely,minutiös
12089,527,menu,menü
12090,527,orators,oratoren
12091,527,novice,neuling
12092,527,snarling,knurrend
12093,527,forthe,für die
12094,527,tacit,stillschweigend
12095,527,extensively,umfangreich
12096,527,lull,einlullen
12097,527,persistence,beharrlichkeit
12098,527,hurl,schleudern
12099,527,trigger,auslösen
12100,527,aiming,zielen
12101,527,volcanoes,vulkane
12102,526,neared,nähert sich
12103,526,topped,getoppt
12104,526,morse,morsen
12105,526,thighs,schenkel
12106,526,inclosure,einschluss
12107,526,tainted,befleckt
12108,526,beacon,leuchtfeuer
12109,526,laboring,mühsam
12110,526,adjectively,adjektivisch
12111,526,dissipation,ausschweifung
12112,526,asserts,behauptet
12113,526,uniformity,gleichförmigkeit
12114,526,gallantly,galant
12115,525,decorum,anstand
12116,525,rheumatism,rheumatismus
12117,525,pitiable,bedauernswert
12118,525,crete,kreta
12119,525,teachings,lehren
12120,525,adhere,haften
12121,525,cooler,kühler
12122,525,frantically,verzweifelt
12123,525,preferring,bevorzugt
12124,525,dictates,diktiert
12125,525,backing,rückendeckung
12126,525,filial,kindliche
12127,524,interchange,austausch
12128,524,ferment,gärung
12129,524,riveted,vernietet
12130,524,starch,stärke
12131,524,aeroplanes,flugzeuge
12132,524,halter,halfter
12133,524,diving,tauchen
12134,524,abolish,abschaffen
12135,524,giver,geben
12136,524,classed,klassifiziert
12137,524,damnation,verdammnis
12138,524,fainter,schwächer
12139,524,astronomer,astronomen
12140,524,witted,witzig
12141,524,middlemarch,mittelmärz
12142,524,persuading,überzeugend
12143,524,lobster,hummer
12144,523,examinations,prüfungen
12145,523,slices,scheiben
12146,523,slapped,geklatscht
12147,523,punctuation,satzzeichen
12148,523,jealousies,eifersüchteleien
12149,523,expectant,erwartungsvoll
12150,523,savour,genießen
12151,523,calculating,berechnend
12152,523,disappointments,enttäuschungen
12153,523,narrowed,verengte
12154,523,furrow,furche
12155,523,congratulations,glückwünsche
12156,523,cue,stichwort
12157,523,utensils,utensilien
12158,523,sun's,die sonne
12159,523,biological,biologisch
12160,523,cleanse,reinigen
12161,523,mantelpiece,kaminsims
12162,523,imitative,nachahmung
12163,523,diplomacy,diplomatie
12164,522,collars,kragen
12165,522,sells,verkauft
12166,522,backbone,rückgrat
12167,522,tertiary,tertiär
12168,522,sentinels,wächter
12169,522,socialists,sozialisten
12170,522,ethical,ethisch
12171,522,remotest,entlegenste
12172,522,stowed,verstaut
12173,522,conflicts,konflikte
12174,522,resuming,wiederaufnahme
12175,522,repel,abwehren
12176,522,occult,okkulte
12177,522,beamed,gebeamt
12178,522,incoherent,inkohärent
12179,522,exacted,gefordert
12180,522,shaping,gestaltend
12181,521,actuated,betätigt
12182,521,unstable,unstabil
12183,521,chewing,kauend
12184,521,frolic,ausgelassen
12185,521,william's,william...
12186,521,novelist,romanautor
12187,521,plumb,blei
12188,521,wallet,brieftasche
12189,521,cartridge,patrone
12190,521,dishonor,entehren
12191,521,look'd,gesucht
12192,520,helper,helfer
12193,520,exiled,verbannt
12194,520,tick,zecke
12195,520,profited,profitiert
12196,520,seduced,verführt
12197,520,schedule,zeitplan
12198,520,squalid,verwahrlost
12199,520,promontory,vorgebirge
12200,520,steeped,durchtränkt
12201,520,sustenance,unterhalt
12202,520,courtly,höflich
12203,520,y'u,ihr
12204,520,sages,weisen
12205,520,perusal,einsichtnahme
12206,520,plaza,platz
12207,520,bouquet,strauß
12208,520,fawn,rehbraun
12209,520,choicest,erlesenste
12210,519,presumably,vermutlich
12211,519,protests,proteste
12212,519,girlish,mädchenhaft
12213,519,teutonic,teutonisch
12214,519,creeds,glaubensbekenntnisse
12215,519,durable,dauerhaft
12216,519,unfavorable,ungünstig
12217,519,nickname,spitzname
12218,519,straightforward,geradlinig
12219,519,crashed,abgestürzt
12220,519,barked,entrindet
12221,519,streaks,schlieren
12222,519,threescore,sechzig
12223,519,alleys,gassen
12224,519,finery,putzen
12225,518,incurable,unheilbar
12226,518,recoil,rückstoß
12227,518,vestibule,vestibül
12228,518,campaigns,kampagnen
12229,518,despotic,despotisch
12230,518,droll,drollig
12231,518,confidences,vertraulichkeiten
12232,518,enforcement,durchsetzung
12233,518,belongings,besitztümer
12234,518,enquiry,anfrage
12235,518,missile,rakete
12236,518,gull,möwe
12237,517,mariana,marianen
12238,517,sharpness,schärfe
12239,517,afternoons,nachmittage
12240,517,firelight,feuerschein
12241,517,precipices,abgründe
12242,517,unwillingly,unfreiwillig
12243,517,intrude,eindringen
12244,517,dismissal,entlassung
12245,517,betimes,zeiten
12246,517,ingenuous,einfallslos
12247,517,delusions,wahnvorstellungen
12248,517,cassandra,kassandra
12249,517,tablet,tablette
12250,517,assurances,zusicherungen
12251,517,transmit,übermitteln
12252,517,prologue,prolog
12253,517,deformity,deformität
12254,517,chips,späne
12255,517,pies,torten
12256,517,revered,verehrt
12257,517,flowery,blumig
12258,517,pans,pfannen
12259,517,pillage,plünderung
12260,517,expiration,verfall
12261,517,frugal,genügsam
12262,517,ugliness,hässlichkeit
12263,516,abhor,verabscheuen
12264,516,waiters,kellner
12265,516,moulded,geformt
12266,516,poisons,gifte
12267,516,practising,praktizierend
12268,516,instantaneous,augenblicklich
12269,516,bog,sumpf
12270,516,rashness,unbesonnenheit
12271,516,fathoms,faden
12272,516,trample,zertrampeln
12273,516,jailer,kerkermeister
12274,516,cordiality,herzlichkeit
12275,516,seizure,beschlagnahmung
12276,516,vouchsafe,bürgt
12277,516,flitted,geflattert
12278,516,ofhis,seiner
12279,516,identifiersarticles,kennungenartikel
12280,516,burly,stämmig
12281,516,deduction,abzug
12282,515,homestead,gehöft
12283,515,ascertaining,feststellen
12284,515,stimulating,anregend
12285,515,restitution,rückerstattung
12286,515,summed,summiert
12287,515,indictment,anklageschrift
12288,515,postponed,verschoben
12289,515,aladdin,aladin
12290,515,staid,nüchtern
12291,515,inestimable,unschätzbar
12292,515,evade,ausweichen
12293,515,creditor,gläubiger
12294,515,glue,kleben
12295,515,furnishes,stellt  zur verfügung
12296,514,elector,kurfürst
12297,514,saves,spart
12298,514,constituting,konstituiert
12299,514,galilee,galiläa
12300,514,is't,ist't
12301,514,requesting,anfrage
12302,514,dolls,puppen
12303,514,wrenched,verrenkt
12304,514,grossly,ekelhaft
12305,514,swarms,schwärmt
12306,514,inert,träge
12307,514,contagious,ansteckend
12308,513,steeple,kirchturm
12309,513,draped,drapiert
12310,513,cate,kate
12311,513,jesting,scherzhaft
12312,513,impersonal,unpersönlich
12313,513,casks,fässer
12314,513,partiality,parteilichkeit
12315,513,jagged,zackig
12316,513,purchases,käufe
12317,513,biscuits,kekse
12318,513,woeful,bedauernswert
12319,513,snares,schlingen
12320,513,luxuriant,üppige
12321,513,thenceforth,von nun an
12322,513,stirrup,steigbügel
12323,512,bustling,geschäftiges treiben
12324,512,bedstead,bettgestell
12325,512,appalled,entsetzt
12326,512,fencing,fechten
12327,512,anchorage,verankerung
12328,512,visual,visuell
12329,512,pub,kneipe
12330,512,trotting,trabend
12331,512,hoop,reifen
12332,512,poise,gleichgewicht
12333,512,pregnancy,schwangerschaft
12334,512,wavered,wankte
12335,511,purer,reiner
12336,511,impediment,hinderlich
12337,511,warnings,warnungen
12338,511,errands,besorgungen
12339,511,abandonment,verzicht
12340,511,frying,braten
12341,511,gutenberg's,gutenbergs
12342,511,vermin,ungeziefer
12343,511,bygone,vergangene
12344,511,mending,flicken
12345,511,baseness,niedertracht
12346,511,interim,zwischenzeitlich
12347,511,adapt,anpassen
12348,511,patriots,patrioten
12349,511,comprising,bestehend aus
12350,511,perfumed,parfümiert
12351,511,phantoms,phantome
12352,511,educate,erziehen
12353,511,recruits,rekrutiert
12354,511,worsted,kammgarn
12355,510,naturalist,naturforscher
12356,510,stimulate,anregen
12357,510,carrion,aas
12358,510,flakes,flocken
12359,510,mistaking,irrtümlich
12360,510,tablespoons,esslöffel
12361,510,epistles,briefe
12362,510,flamed,geflammt
12363,510,housekeeping,haushaltsführung
12364,510,disapproval,missbilligung
12365,510,televisions,fernseher
12366,510,extinguish,auslöschen
12367,510,evergreen,immergrün
12368,510,rumors,gerüchte
12369,510,commonest,allgemeinste
12370,510,frances,frankreich
12371,510,sweating,schwitzen
12372,510,blooms,blüht
12373,510,unprecedented,noch nie dagewesene
12374,510,droop,hängend
12375,510,snarl,knurren
12376,509,curiosities,kuriositäten
12377,509,digest,verdauen
12378,509,incensed,wütend
12379,509,entrails,eingeweide
12380,509,mortified,gedemütigt
12381,509,cylindrical,zylindrisch
12382,509,patting,streicheln
12383,509,acquaint,bekannt
12384,509,sucked,gesaugt
12385,509,taxed,besteuert
12386,509,competitors,konkurrenten
12387,509,twine,schnur
12388,509,critically,kritisch
12389,508,safest,sicherste
12390,508,negl,fahrlässig
12391,508,correctness,korrektheit
12392,508,prairies,prärien
12393,508,overspread,übergreifend
12394,508,forgery,fälschung
12395,508,atone,sühnen
12396,508,poins,spitzt
12397,508,puffing,puffen
12398,507,richness,reichtum
12399,507,dialogues,dialoge
12400,507,arthur's,artus
12401,507,matrimonial,eheschließung
12402,507,princesses,prinzessinnen
12403,507,pursues,verfolgt
12404,507,clang,klirren
12405,507,cripple,krüppel
12406,506,clew,schothorn
12407,506,dregs,abschaum
12408,506,lung,lunge
12409,506,recite,rezitieren
12410,506,boulders,felsbrocken
12411,506,annexed,angegliedert
12412,506,fervour,inbrunst
12413,506,undergoing,unterliegt
12414,506,ruffians,raufbolde
12415,506,bookseller,buchhändler
12416,506,overnment,überstaatliche
12417,506,wringing,ringen
12418,506,patched,geflickt
12419,505,squadrons,geschwader
12420,505,sulphuric,schwefelhaltig
12421,505,eyeing,blick auf
12422,505,slanting,schräg
12423,505,recurring,wiederkehrend
12424,505,propitious,wohlwollend
12425,505,woolly,wollig
12426,505,swedes,schwedinnen
12427,505,hammock,hängematte
12428,505,physiognomy,physiognomie
12429,505,speaketh,spricht
12430,505,physiology,physiologie
12431,505,participate,teilnehmen
12432,505,habitations,lebensräume
12433,504,polynesia,polynesien
12434,504,sulphate,sulfat
12435,504,concessions,konzessionen
12436,504,impassive,teilnahmslos
12437,504,rumbling,rumpelnd
12438,504,hile,während
12439,504,procuring,beschaffung
12440,504,scraping,kratzen
12441,504,committees,ausschüsse
12442,504,dun,mahnen
12443,504,trampling,trampeln
12444,504,bale,ballen
12445,504,sexton,küster
12446,504,narrated,erzählte
12447,504,forecastle,vorschiff
12448,503,reiterated,wiederholte
12449,503,acquitted,freigesprochen
12450,503,friendless,freundlos
12451,503,discovers,entdeckt
12452,503,presentiment,vorahnung
12453,503,clutches,umklammert
12454,503,rigidly,starr
12455,503,tourists,touristen
12456,503,trow,wirf
12457,503,beverages,getränke
12458,503,thunders,donnert
12459,503,manure,gülle
12460,503,shorn,geschoren
12461,503,refining,veredelung
12462,502,hammering,hämmern
12463,502,rending,zerreißen
12464,502,unscrupulous,ohne skrupel
12465,502,surmise,vermuten
12466,502,orphans,waisenkinder
12467,502,lucifer,luzifer
12468,502,tickled,gekitzelt
12469,502,builder,erbauer
12470,502,vowel,vokal
12471,502,bellows,balg
12472,502,exploration,erkundung
12473,502,dilated,erweitert
12474,502,fraternity,brüderlich
12475,502,unavoidable,unvermeidlich
12476,502,milky,milchig
12477,502,prefers,bevorzugt
12478,501,studious,fleißig
12479,501,chivalrous,ritterlich
12480,501,disputing,streitbar
12481,501,definitions,definitionen
12482,501,admittance,zutritt
12483,501,boarded,geentert
12484,501,tolerated,geduldet
12485,501,seer,seher
12486,501,coroner,leichenbeschauer
12487,501,assassins,attentäter
12488,501,haughtily,hochmütig
12489,500,nether,netter
12490,500,context,kontext
12491,500,tonic,tonika
12492,500,guiltless,schuldlos
12493,500,harden,härten
12494,500,rib,rippe
12495,500,runaway,ausreißer
12496,500,flaw,makel
12497,500,achaeans,achäer
12498,500,believers,gläubige
12499,500,contests,wettbewerbe
12500,500,mangled,verstümmelt
12501,500,atmospheric,atmosphärisch
12502,500,compete,konkurrieren
12503,500,fares,tarife
12504,500,tropics,tropen
12505,500,quicken,beschleunigen
12506,500,undulating,wellenförmig
12507,500,gusts,böen
12508,500,squatted,hockte
12509,500,pounded,hämmerte
12510,499,cloths,tücher
12511,499,nly,nur
12512,499,noblemen,adelige
12513,499,cipher,chiffre
12514,499,idiotic,idiotisch
12515,499,hug,umarmen
12516,499,fiji,fidschi
12517,499,coiled,aufgerollt
12518,499,crabs,krabben
12519,499,plagues,plagen
12520,499,swarmed,geschwärmt
12521,499,heaviest,schwerste
12522,499,britons,briten
12523,499,thunderbolt,donnerbolzen
12524,499,comers,komer
12525,499,prosecute,verfolgen
12526,498,disarmed,entwaffnet
12527,498,mozambique,mosambik
12528,498,truthful,wahrheitsgemäß
12529,498,piping,pfeifen
12530,498,flocked,beflockt
12531,498,sac,sack
12532,498,revolve,drehen sie
12533,498,intercepted,abgefangen
12534,498,weighs,wiegt
12535,498,contributing,beitrag
12536,498,tributary,nebenfluss
12537,498,incur,entstehen
12538,498,emitted,emittiert
12539,498,encounters,begegnungen
12540,498,magnanimous,großmütig
12541,498,impulsive,impulsiv
12542,497,fitful,unruhig
12543,497,perverted,pervers
12544,497,allusions,anspielungen
12545,497,thump,klopfen
12546,497,fervor,inbrunst
12547,497,relax,entspannen
12548,497,surged,überschwemmt
12549,497,vacuum,vakuum
12550,497,chanting,skandieren
12551,497,tufts,büschel
12552,497,prominence,prominenz
12553,497,tartars,tartaren
12554,497,wildness,wildheit
12555,497,skilfully,gekonnt
12556,496,auxiliary,hilfsmittel
12557,496,builders,baumeister
12558,496,ignominious,schändlich
12559,496,mecca,mekka
12560,496,orchards,obstgärten
12561,496,enhanced,verbessert
12562,496,abandoning,aufgeben
12563,496,spherical,sphärisch
12564,496,furtive,flüchtig
12565,496,animosity,feindseligkeit
12566,496,flats,wohnungen
12567,496,elasticity,elastizität
12568,496,sparrows,spatzen
12569,496,brewing,brauen
12570,496,usury,wucher
12571,496,arbitration,schiedsverfahren
12572,496,snatching,schnappt
12573,495,mansions,villen
12574,495,spines,stacheln
12575,495,greedily,gierig
12576,495,sew,nähen
12577,495,cheque,scheck
12578,495,unaffected,unbeeinflusst
12579,495,kenya,kenia
12580,495,granny,oma
12581,495,presumptuous,anmaßend
12582,495,islanders,inselbewohner
12583,495,substitution,ersatz
12584,495,spoilt,verwöhnt
12585,495,stipulated,vorgeschrieben
12586,495,shipwreck,schiffswrack
12587,494,ineffable,unaussprechlich
12588,494,prelude,präludium
12589,494,monitor,überwachen
12590,494,vanities,eitelkeiten
12591,494,disdainful,verächtlich
12592,494,veterans,veteranen
12593,494,adhered,geklebt
12594,494,descried,beschrieben
12595,494,robed,gewandet
12596,493,tolerate,tolerieren
12597,493,paralyzed,gelähmt
12598,493,unconsciousness,bewusstlosigkeit
12599,493,yew,eibe
12600,493,indiscreet,indiskret
12601,493,overpowering,überwältigend
12602,493,merged,verschmolzen
12603,493,ignoring,ignorieren
12604,493,spoons,löffel
12605,493,lighten,erhellen
12606,493,decease,absterben
12607,493,slough,abnehmen
12608,493,tariff,tarif
12609,493,dynamite,dynamit
12610,493,confusedly,verwirrt
12611,492,lightened,beleuchtet
12612,492,speeding,beschleunigt
12613,492,waning,abnehmend
12614,492,shrouded,umhüllt
12615,492,initials,initialen
12616,492,amend,ändern
12617,492,apathy,apathie
12618,492,taper,verjüngen
12619,492,subjective,subjektiv
12620,492,intact,intakt
12621,492,noose,schlinge
12622,492,sled,schlitten
12623,492,faltering,strauchelnd
12624,492,casement,flügel
12625,491,partisan,parteiisch
12626,491,patents,patente
12627,491,staple,klammer
12628,491,prussia,preußen
12629,491,settles,siedelt
12630,491,shaving,rasieren
12631,491,ladders,leitern
12632,491,blithe,fröhlich
12633,491,craved,sehnte sich
12634,491,imprudence,unvorsichtigkeit
12635,491,vaults,gewölbe
12636,491,housemaid,hausmädchen
12637,491,receipts,quittungen
12638,491,heaviness,schwere
12639,491,whiter,weißer
12640,490,blasts,sprengt
12641,490,employments,einstellungen
12642,490,rubies,rubine
12643,490,lucid,luzide
12644,490,knuckles,knöchel
12645,490,patroclus,patroklos
12646,490,aids,hilfsmittel
12647,490,fourscore,vierzig
12648,490,recoiled,zurückgespult
12649,490,heredity,vererbung
12650,490,royalist,royalistisch
12651,490,branded,gebrandmarkt
12652,490,poke,stochern
12653,489,potash,kali
12654,489,levelled,nivelliert
12655,489,peck,picken
12656,489,legislators,gesetzgeber
12657,489,encyclopedia,enzyklopädie
12658,489,sharks,haie
12659,489,dissatisfaction,unzufriedenheit
12660,489,plowman,pflüger
12661,489,groove,rille
12662,489,syndicate,syndikat
12663,489,amounting,betrag
12664,488,personnel,personal
12665,488,envoy,gesandter
12666,488,abstinence,abstinenz
12667,488,reverently,ehrfurchtsvoll
12668,488,oracles,orakel
12669,488,cedars,zedern
12670,488,onwards,weiter
12671,488,descriptive,beschreibend
12672,488,irginian,irginisch
12673,488,unimproved,unverbessert
12674,488,dangerously,gefährlich
12675,488,usurper,usurpator
12676,487,chatting,plaudernd
12677,487,bane,fluch
12678,487,tiles,fliesen
12679,487,nothin,nichts
12680,487,delirious,delirium
12681,487,winner,gewinner
12682,487,heretic,ketzer
12683,487,bubbling,blubbernde
12684,487,discerning,kritisch
12685,487,warbler,grasmücke
12686,487,tearful,weinerlich
12687,487,trash,papierkorb
12688,487,refrigerated,gekühlt
12689,487,jewelry,schmuck
12690,487,ascribe,zuschreiben
12691,487,blasphemy,blasphemie
12692,487,ditches,gräben
12693,486,saturated,gesättigt
12694,486,shifts,verschiebt
12695,486,contracting,schrumpfen
12696,486,draughts,luftzug
12697,486,woolen,wolle
12698,486,counsellors,betreuer
12699,486,shove,schieben
12700,486,mistook,verwechselt
12701,486,chang,ändern
12702,486,pal,kumpel
12703,486,slumbers,schlummert
12704,486,dived,getaucht
12705,486,tinted,gefärbt
12706,485,tripped,gestolpert
12707,485,dilapidated,baufällig
12708,485,stagnant,stagniert
12709,485,precincts,bezirke
12710,485,appease,beschwichtigen
12711,485,inspected,besichtigt
12712,485,earthen,irdene
12713,485,upland,hochland
12714,485,derives,leitet  ab
12715,485,assassination,meucheln
12716,484,inexpressible,unaussprechlich
12717,484,dipping,eintauchen
12718,484,forenoon,vormittag
12719,484,dejection,niedergeschlagenheit
12720,484,splashing,plätschernd
12721,484,bounderby,grenzenlos
12722,484,upturned,umgedreht
12723,484,abstracted,abstrahiert
12724,484,brazilian,brasilianisch
12725,484,martian,marsmensch
12726,484,rumours,gerüchte
12727,484,originating,die von  stammen
12728,484,disturbances,störungen
12729,484,punctual,pünktlich
12730,484,organised,organisiert
12731,484,racial,rassisch
12732,483,tempestuous,stürmisch
12733,483,apace,eilig
12734,483,buzzing,brummend
12735,483,conjure,zaubern
12736,483,breakfasted,gefrühstückt
12737,483,odors,gerüche
12738,483,excepted,ausgenommen
12739,483,fromthe,von der
12740,483,classics,klassisch
12741,483,hereby,hiermit
12742,483,preferable,vorzugsweise
12743,483,astonish,erstaunt
12744,483,inverted,invertiert
12745,483,grievously,schmerzlich
12746,483,cameroon,kamerun
12747,482,clamorous,zeternd
12748,482,england's,englands
12749,482,ramparts,festungsmauern
12750,482,sessions,sitzungen
12751,482,lavender,lavendel
12752,482,unborn,ungeboren
12753,482,electro,elektro
12754,482,cramped,verkrampft
12755,482,download,herunterladen
12756,482,films,filme
12757,482,emigration,auswanderung
12758,482,christened,getauft
12759,482,emigrants,auswanderer
12760,482,lurked,lauerte
12761,481,thrift,sparsam
12762,481,inhabits,bewohnt
12763,481,forwarded,weitergeleitet
12764,481,resin,harz
12765,481,propensity,neigung
12766,481,unfriendly,unfreundlich
12767,481,vicissitudes,wechselfälle
12768,481,strengthening,stärkung
12769,481,pontiff,pontifex
12770,481,thoroughfare,durchgangsstraße
12771,481,carbonate,karbonat
12772,481,unacquainted,unbekannt
12773,481,concave,konkav
12774,481,disappears,verschwindet
12775,481,whips,peitscht
12776,481,scramble,kramen
12777,481,blunders,patzer
12778,481,homeless,obdachlos
12779,480,prettier,hübscher
12780,480,distemper,staupe
12781,480,islander,inselbewohner
12782,480,intervened,interveniert
12783,480,theologians,theologen
12784,480,ie,dh
12785,480,impregnable,uneinnehmbar
12786,480,braced,verstrebt
12787,480,treble,dreifach
12788,480,rape,vergewaltigen
12789,480,wield,handhaben
12790,480,aspiring,aufstrebend
12791,479,partisans,partisanen
12792,479,petitions,petitionen
12793,479,sprightly,rüstig
12794,479,todd,tod
12795,479,hangman,henker
12796,479,pamphlets,pamphlete
12797,479,physiological,physiologische
12798,479,reclining,liegend
12799,479,penitence,bußfertig
12800,479,bewildering,verwirrend
12801,479,fastidious,anspruchsvoll
12802,478,puffs,pustet
12803,478,diabolical,teuflisch
12804,478,predicament,bredouille
12805,478,scabbard,scheide
12806,478,licenses,lizenzen
12807,478,sneak,schleichen
12808,478,hearkened,gehorcht
12809,478,afflictions,bedrängnisse
12810,478,prospered,gediehen
12811,478,interfering,einmischen
12812,478,subtlety,feinsinnig
12813,478,godlike,göttlich
12814,478,sprinkling,berieselung
12815,478,hits,trifft
12816,478,shadowed,schattig
12817,478,uniformly,einheitlich
12818,478,longitude,längengrad
12819,478,loans,darlehen
12820,478,unearthly,unirdisch
12821,478,retains,behält
12822,478,dorian,dorisch
12823,478,yugoslavia,jugoslawien
12824,478,fretted,beleidigt
12825,478,despondency,verzweiflung
12826,477,oftentimes,oftmals
12827,477,fiends,freunde
12828,477,restraining,zurückhaltend
12829,477,persuasive,überzeugend
12830,477,placidly,beschaulich
12831,477,calcareous,kalkhaltig
12832,477,wayward,eigenwillig
12833,477,fuels,brennstoffe
12834,477,tradesman,handwerker
12835,476,commendation,auszeichnung
12836,476,patrol,streife
12837,476,independents,unabhängige
12838,476,piston,kolben
12839,476,inactive,inaktiv
12840,476,cleansed,gereinigt
12841,476,nomination,ernennung
12842,476,hammers,hämmer
12843,476,hallowed,geheiligt
12844,476,locate,finden sie
12845,476,simultaneous,zeitgleich
12846,476,munich,münchen
12847,476,uniforms,uniformen
12848,476,builded,gebaut
12849,476,goodwill,wohlwollen
12850,476,contingent,kontingent
12851,475,encircling,einkreisen
12852,475,iroquois,irokesen
12853,475,sanitary,sanitär
12854,475,disciplined,diszipliniert
12855,475,handmaid,dienstmädchen
12856,475,mebbe,vielleicht
12857,475,binds,bindet
12858,475,unprepared,unvorbereitet
12859,475,dyke,deich
12860,475,mats,matten
12861,474,admonition,ermahnung
12862,474,acclamations,akklamationen
12863,474,gnawing,nagend
12864,474,thud,dumpfer schlag
12865,474,rugs,teppiche
12866,474,infirm,gebrechlich
12867,474,uninteresting,uninteressant
12868,474,priceless,unbezahlbar
12869,474,attaining,erreichen
12870,474,shamed,beschämt
12871,474,contradictions,widersprüche
12872,474,bothered,beunruhigt
12873,474,upheld,aufrechterhalten
12874,474,defenders,verteidiger
12875,474,felled,gefällt
12876,474,turret,türmchen
12877,474,proudest,stolzeste
12878,474,spartan,spartanisch
12879,474,liquefied,verflüssigt
12880,473,plug,stecker
12881,473,sine,sinus
12882,473,connects,verbindet
12883,473,discharging,entladen
12884,473,occupant,insasse
12885,473,perfidious,perfide
12886,473,sterile,steril
12887,473,contradicted,widersprochen
12888,473,reverent,ehrfürchtig
12889,473,inflated,aufgeblasen
12890,473,unforeseen,unvorhergesehen
12891,473,belts,gürtel
12892,473,stumps,stümpfe
12893,473,adorable,liebenswert
12894,472,effectively,effektiv
12895,472,fulfilling,erfüllend
12896,472,disengaged,losgelöst
12897,472,shuffled,gemischt
12898,472,knitted,gestrickt
12899,472,fella,kerl
12900,472,excesses,exzesse
12901,472,distillation,destillation
12902,472,inclose,einschließen
12903,472,spindle,spindel
12904,472,bottoms,böden
12905,472,believer,gläubige
12906,472,investigated,untersucht
12907,472,waken,aufwecken
12908,472,confront,konfrontieren
12909,472,poplar,pappel
12910,472,balancing,ausgleich
12911,472,mildness,milde
12912,472,defer,aufschieben
12913,472,pulls,zieht
12914,472,streaked,gestreift
12915,471,typically,typisch
12916,471,slime,schleim
12917,471,posterior,hintere
12918,471,purgatory,fegefeuer
12919,471,spinal,wirbelsäule
12920,471,bicameral,bikameral
12921,471,leprosy,lepra
12922,471,imitating,nachahmung
12923,471,seemeth,scheinbar
12924,471,suppliant,bittsteller
12925,471,quieted,beruhigt
12926,471,instructor,lehrer
12927,471,tease,necken
12928,471,lilac,fliederfarben
12929,471,insert,einfügen
12930,471,forthcoming,demnächst
12931,471,surg,chirurgisch
12932,471,squat,hocken
12933,471,aggravated,verschlimmert
12934,471,illuminating,beleuchten
12935,470,embankment,damm
12936,470,tremendously,ungeheuer
12937,470,seasoned,gewürzt
12938,470,fooled,getäuscht
12939,470,fines,geldstrafen
12940,470,screwed,verarscht
12941,470,archdeacon,erzdiakon
12942,470,ungodly,gottlos
12943,470,parasol,sonnenschirm
12944,470,stagger,taumeln
12945,470,helmets,helme
12946,470,surname,nachname
12947,470,optical,optisch
12948,470,listens,lauscht
12949,470,villainous,schurkisch
12950,470,immeasurable,unermesslich
12951,470,eluded,entgangen
12952,470,guitar,gitarre
12953,469,individually,einzeln
12954,469,awarded,ausgezeichnet
12955,469,intensified,verschärft
12956,469,cloudless,wolkenlos
12957,469,nuptial,ehelich
12958,469,sorrowfully,trauernd
12959,469,consciences,gewissen
12960,469,apologize,entschuldigen
12961,469,licence,lizenz
12962,469,radiation,strahlung
12963,469,password,kennwort
12964,469,incumbent,amtierender
12965,469,mumbled,gemurmelt
12966,469,impassable,unwegsam
12967,469,ancestry,abstammung
12968,469,tribulation,drangsal
12969,469,mug,becher
12970,469,listeners,hörer
12971,469,irresistibly,unwiderstehlich
12972,469,joyously,freudig
12973,469,rambling,umherschweifend
12974,469,impertinence,frechheit
12975,468,inlet,einlass
12976,468,exchequer,staatskasse
12977,468,emptiness,leere
12978,468,prow,bug
12979,468,arsenic,arsen
12980,468,grocer,lebensmittelhändler
12981,468,unison,unisono
12982,468,nosed,nase
